build_existing_model.cec_climate_zone,build_existing_model.geometry_stories,build_existing_model.geometry_stories_low_rise,build_existing_model.sample_weight,build_existing_model.occupants,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_total_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_total_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_total_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_total_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_heating_fans_pumps_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_heating_heat_pump_backup_fans_pumps_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_heating_heat_pump_backup_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_heating_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_hot_water_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_hot_water_recirc_pump_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_hot_water_solar_thermal_pump_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_heating_heat_pump_backup_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_heating_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_hot_water_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_heating_heat_pump_backup_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_heating_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_hot_water_lb,total,electricity_hvac,natural_gas_hvac,propane_hvac,electricity_wh,natural_gas_wh,propane_wh
8,2,2,248.0,5,4575.36,1958.78,2616.58,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,2065.57,0.0,0.0,0.0,4575.36,1.3,28.4,0.0,0.0,2065.57,0.0
8,2,2,248.0,2,4459.53,1758.92,2700.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2229.54,0.0,0.0,0.0,4459.530000000001,0.0,0.0,0.0,0.0,2229.54,0.0
3,3,3,248.0,6,8505.26,3198.37,5306.88,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,4624.21,0.0,0.0,0.0,8505.25,0.11,3.53,0.0,0.0,4624.21,0.0
3,2,2,248.0,3,5484.15,978.79,4505.36,0.0,37.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835.9,1105.78,0.0,0.0,0.0,5484.15,37.96,2835.9,0.0,0.0,1105.78,0.0
6,3,3,248.0,5,5524.66,2514.92,0.0,3009.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3008.23,5524.66,0.0,0.0,1.51,0.0,0.0,3008.23
6,3,3,248.0,1,3990.67,2158.82,1831.84,0.0,0.27,0.0,0.0,11.43,0.0,0.0,0.0,0.0,0.0,1412.8,0.0,0.0,0.0,3990.66,11.7,0.0,0.0,0.0,1412.8,0.0
9,3,3,248.0,3,6701.29,1429.33,5271.95,0.0,50.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3404.57,1867.39,0.0,0.0,0.0,6701.28,50.26,3404.57,0.0,0.0,1867.39,0.0
8,1,1,248.0,3,5519.07,2138.28,3380.79,0.0,2.96,0.0,0.0,78.14,0.0,0.0,0.0,0.0,0.0,2857.7,0.0,0.0,0.0,5519.07,81.1,0.0,0.0,0.0,2857.7,0.0
10,2,2,248.0,1,4680.35,2336.89,2343.45,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,1710.94,0.0,0.0,0.0,4680.34,0.03,5.95,0.0,0.0,1710.94,0.0
12,2,2,248.0,1,6757.44,2156.2,4601.24,0.0,14.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626.78,1555.41,0.0,0.0,0.0,6757.44,14.49,2626.78,0.0,0.0,1555.41,0.0
4,2,2,248.0,4,2833.99,2450.58,383.4,0.0,4.09,0.0,0.0,175.68,661.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833.98,179.77,0.0,0.0,661.17,0.0,0.0
12,2,2,248.0,5,4961.9,2718.18,2243.72,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.64,2098.08,0.0,0.0,0.0,4961.9,0.54,145.64,0.0,0.0,2098.08,0.0
12,3,3,248.0,1,3627.1,935.12,2691.98,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.82,949.8,0.0,0.0,0.0,3627.1,5.06,1462.82,0.0,0.0,949.8,0.0
8,2,2,248.0,1,2049.91,1102.05,947.86,0.0,1.6,0.0,0.0,67.2,0.0,0.0,0.0,0.0,0.0,668.49,0.0,0.0,0.0,2049.91,68.8,0.0,0.0,0.0,668.49,0.0
12,2,2,248.0,2,7145.39,2270.55,4874.84,0.0,26.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2874.35,1779.69,0.0,0.0,0.0,7145.39,26.69,2874.35,0.0,0.0,1779.69,0.0
12,2,2,248.0,1,4001.35,2493.67,1507.68,0.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,1507.68,0.0,0.0,0.0,4001.3500000000004,462.0,0.0,0.0,0.0,1507.68,0.0
10,5,4+,248.0,4,3784.44,1391.42,2393.01,0.0,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.41,2000.6,0.0,0.0,0.0,3784.4300000000003,13.92,392.41,0.0,0.0,2000.6,0.0
15,2,2,248.0,2,3743.15,2634.27,1108.88,0.0,0.0,0.0,0.0,492.01,0.0,0.0,0.0,0.0,0.0,1108.88,0.0,0.0,0.0,3743.15,492.01,0.0,0.0,0.0,1108.88,0.0
9,2,2,248.0,1,2229.09,1026.33,1202.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.75,0.0,0.0,0.0,2229.08,0.0,0.0,0.0,0.0,1202.75,0.0
12,2,2,248.0,1,3127.11,1562.68,1564.43,0.0,8.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.94,1233.49,0.0,0.0,0.0,3127.11,8.97,330.94,0.0,0.0,1233.49,0.0
9,2,2,248.0,1,6613.31,1562.96,5050.35,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3833.57,937.42,0.0,0.0,0.0,6613.31,11.75,3833.57,0.0,0.0,937.42,0.0
9,2,2,248.0,2,1974.9,857.17,1117.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.69,0.0,0.0,0.0,1974.9,0.0,0.0,0.0,0.0,803.69,0.0
3,4,4+,248.0,1,2997.4,1150.94,1846.45,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.07,1343.18,0.0,0.0,0.0,2997.3900000000003,3.96,154.07,0.0,0.0,1343.18,0.0
8,4,4+,248.0,1,4670.98,2302.44,2368.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97,1539.94,0.0,0.0,0.0,4670.97,0.0,13.97,0.0,0.0,1539.94,0.0
3,2,2,248.0,1,6443.32,1761.37,4681.95,0.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.53,1658.8,0.0,0.0,0.0,6443.32,55.6,2208.53,0.0,0.0,1658.8,0.0
8,4,4+,248.0,3,3483.98,1885.09,1598.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1249.69,0.0,0.0,0.0,3483.98,0.0,0.47,0.0,0.0,1249.69,0.0
6,1,1,248.0,2,3668.55,3668.55,0.0,0.0,0.34,0.0,0.0,60.68,1232.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3668.55,61.02,0.0,0.0,1232.8,0.0,0.0
10,1,1,248.0,3,5337.28,2029.66,3307.62,0.0,61.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875.78,1022.09,0.0,0.0,0.0,5337.28,61.16,1875.78,0.0,0.0,1022.09,0.0
9,2,2,248.0,5,2617.12,919.89,1697.23,0.0,2.22,0.0,0.0,95.17,0.0,0.0,0.0,0.0,0.0,1279.14,0.0,0.0,0.0,2617.12,97.39,0.0,0.0,0.0,1279.14,0.0
9,4,4+,248.0,3,3210.23,2946.89,263.33,0.0,0.74,0.0,0.0,0.0,912.83,0.0,0.0,0.0,263.33,0.0,0.0,0.0,0.0,3210.22,0.74,263.33,0.0,912.83,0.0,0.0
9,2,2,248.0,2,5000.29,1369.91,3630.37,0.0,56.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946.29,1193.4,0.0,0.0,0.0,5000.28,56.04,1946.29,0.0,0.0,1193.4,0.0
14,3,3,248.0,1,2468.27,2468.27,0.0,0.0,0.0,0.0,0.0,0.35,788.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2468.27,0.35,0.0,0.0,788.94,0.0,0.0
9,3,3,248.0,3,2735.7,1060.29,1675.41,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,1317.42,0.0,0.0,0.0,2735.7,0.29,9.27,0.0,0.0,1317.42,0.0
3,1,1,248.0,2,5700.23,3456.61,2243.61,0.0,28.17,0.0,0.0,2021.33,0.0,0.0,0.0,0.0,0.0,1822.69,0.0,0.0,0.0,5700.22,2049.5,0.0,0.0,0.0,1822.69,0.0
9,3,3,248.0,2,3898.64,1993.12,1905.51,0.0,6.43,0.0,0.0,276.24,0.0,0.0,0.0,0.0,0.0,1512.96,0.0,0.0,0.0,3898.63,282.67,0.0,0.0,0.0,1512.96,0.0
6,3,3,248.0,8,6857.52,3586.55,3270.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,3268.95,0.0,0.0,0.0,6857.52,0.0,2.02,0.0,0.0,3268.95,0.0
4,2,2,248.0,2,4887.2,1831.66,3055.54,0.0,3.68,0.0,0.0,123.47,0.0,0.0,0.0,0.0,0.0,2584.47,0.0,0.0,0.0,4887.2,127.15,0.0,0.0,0.0,2584.47,0.0
6,3,3,248.0,1,4407.89,2694.05,1713.84,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1428.76,0.0,0.0,0.0,4407.89,0.31,0.0,0.0,0.0,1428.76,0.0
3,2,2,248.0,2,4275.48,1663.71,2611.77,0.0,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.64,1635.57,0.0,0.0,0.0,4275.48,15.97,583.64,0.0,0.0,1635.57,0.0
9,5,4+,248.0,0,1096.3,440.93,655.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.37,0.0,0.0,0.0,1096.3,0.0,0.0,0.0,0.0,655.37,0.0
3,5,4+,248.0,1,2984.98,1347.42,1637.55,0.0,0.0,0.0,0.0,267.63,0.0,0.0,0.0,0.0,0.0,1288.35,0.0,0.0,0.0,2984.9700000000003,267.63,0.0,0.0,0.0,1288.35,0.0
10,2,2,248.0,2,2867.19,1333.65,1533.54,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.59,1419.95,0.0,0.0,0.0,2867.19,3.24,113.59,0.0,0.0,1419.95,0.0
6,3,3,248.0,4,5181.61,1775.82,3405.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1786.31,0.0,0.0,0.0,5181.61,0.0,0.34,0.0,0.0,1786.31,0.0
6,2,2,248.0,1,3474.73,1915.65,1559.08,0.0,23.81,0.0,0.0,856.38,0.0,0.0,0.0,0.0,0.0,1209.87,0.0,0.0,0.0,3474.73,880.1899999999999,0.0,0.0,0.0,1209.87,0.0
12,2,2,248.0,3,4664.18,2160.73,2503.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067.55,0.0,0.0,0.0,4664.1900000000005,0.0,0.0,0.0,0.0,2067.55,0.0
12,2,2,248.0,0,5104.19,4191.91,912.28,0.0,0.0,0.0,0.0,3458.91,0.0,0.0,0.0,0.0,0.0,912.28,0.0,0.0,0.0,5104.19,3458.91,0.0,0.0,0.0,912.28,0.0
3,3,3,248.0,1,4010.81,1523.9,2486.91,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.95,1847.92,0.0,0.0,0.0,4010.81,5.84,219.95,0.0,0.0,1847.92,0.0
6,4,4+,248.0,1,3551.98,1905.01,1646.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.97,0.0,0.0,0.0,3551.98,0.0,0.0,0.0,0.0,1646.97,0.0
6,3,3,248.0,2,3200.78,1245.84,1954.94,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.33,1507.06,0.0,0.0,0.0,3200.7799999999997,1.21,55.33,0.0,0.0,1507.06,0.0
2,2,2,248.0,0,1095.72,253.04,842.69,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.67,788.01,0.0,0.0,0.0,1095.73,0.56,54.67,0.0,0.0,788.01,0.0
13,3,3,248.0,3,11267.86,4150.5,7117.35,0.0,21.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.17,3197.1,0.0,0.0,0.0,11267.85,21.38,3397.17,0.0,0.0,3197.1,0.0
10,3,3,248.0,1,5226.48,1789.39,3437.1,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081.17,653.14,0.0,0.0,0.0,5226.49,6.01,2081.17,0.0,0.0,653.14,0.0
10,2,2,248.0,4,5871.37,1601.7,4269.67,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.83,2275.12,0.0,0.0,0.0,5871.37,9.68,911.83,0.0,0.0,2275.12,0.0
4,2,2,248.0,2,6076.26,1945.9,4130.36,0.0,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.66,2692.52,0.0,0.0,0.0,6076.26,11.04,461.66,0.0,0.0,2692.52,0.0
8,4,4+,248.0,1,4075.26,1717.96,2357.31,0.0,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.97,1272.49,0.0,0.0,0.0,4075.27,10.99,359.97,0.0,0.0,1272.49,0.0
9,3,3,248.0,2,3746.65,3275.59,471.07,0.0,3.46,0.0,0.0,87.26,1325.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3746.6600000000003,90.72,0.0,0.0,1325.56,0.0,0.0
6,3,3,248.0,6,2998.06,1277.95,1720.11,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1627.11,0.0,0.0,0.0,2998.06,3.41,93.0,0.0,0.0,1627.11,0.0
10,3,3,248.0,0,856.6,193.58,663.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.02,0.0,0.0,0.0,856.6,0.0,0.0,0.0,0.0,663.02,0.0
6,3,3,248.0,2,5490.29,2581.1,2909.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2438.12,0.0,0.0,0.0,5490.29,0.0,0.0,0.0,0.0,2438.12,0.0
3,1,1,248.0,4,3419.84,1275.48,2144.36,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.61,1646.49,0.0,0.0,0.0,3419.84,0.45,18.61,0.0,0.0,1646.49,0.0
12,3,3,248.0,2,4747.96,4433.91,314.04,0.0,72.08,2.45,108.05,1438.48,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4747.95,1621.06,0.0,0.0,482.0,0.0,0.0
4,3,3,248.0,2,2653.21,724.78,1928.43,0.0,11.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.77,1148.62,0.0,0.0,0.0,2653.21,11.09,465.77,0.0,0.0,1148.62,0.0
11,4,4+,248.0,3,3236.74,1255.46,1981.28,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.67,1476.71,0.0,0.0,0.0,3236.74,1.63,68.67,0.0,0.0,1476.71,0.0
3,3,3,248.0,2,6843.5,2165.99,4677.51,0.0,42.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.87,2099.57,0.0,0.0,0.0,6843.5,42.61,2106.87,0.0,0.0,2099.57,0.0
3,3,3,248.0,3,5648.79,5125.71,523.09,0.0,0.0,0.0,0.0,0.0,1841.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5648.8,0.0,0.0,0.0,1841.36,0.0,0.0
9,3,3,248.0,1,3125.49,3125.49,0.0,0.0,0.02,0.0,0.0,17.44,540.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3125.49,17.46,0.0,0.0,540.69,0.0,0.0
10,2,2,248.0,1,2104.91,1825.54,279.36,0.0,7.59,0.0,0.0,157.3,345.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104.9,164.89000000000001,0.0,0.0,345.86,0.0,0.0
9,2,2,248.0,1,4396.91,1941.86,2455.05,0.0,15.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.36,1827.69,0.0,0.0,0.0,4396.91,15.23,627.36,0.0,0.0,1827.69,0.0
8,3,3,248.0,1,2559.35,1880.49,678.86,0.0,10.68,0.0,0.0,299.54,556.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2559.35,310.22,0.0,0.0,556.2,0.0,0.0
3,2,2,248.0,2,1745.93,1431.89,314.04,0.0,5.85,0.0,0.0,95.07,440.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.93,100.91999999999999,0.0,0.0,440.8,0.0,0.0
9,2,2,248.0,4,10404.64,4519.23,5885.41,0.0,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.5,3707.79,0.0,0.0,0.0,10404.64,8.01,1310.5,0.0,0.0,3707.79,0.0
16,4,4+,248.0,1,4070.2,1963.89,2106.31,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1411.08,0.0,0.0,0.0,4070.2,0.01,4.4,0.0,0.0,1411.08,0.0
4,4,4+,248.0,2,2142.72,682.47,1460.24,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16,1101.04,0.0,0.0,0.0,2142.71,3.01,45.16,0.0,0.0,1101.04,0.0
9,4,4+,248.0,0,424.96,424.96,0.0,0.0,0.0,0.0,0.0,0.0,128.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.96,0.0,0.0,0.0,128.79,0.0,0.0
9,3,3,248.0,1,2143.18,1703.17,440.02,0.0,0.13,0.0,0.0,0.0,312.07,0.0,0.0,0.0,160.65,0.0,0.0,0.0,0.0,2143.19,0.13,160.65,0.0,312.07,0.0,0.0
3,2,2,248.0,3,8480.74,4987.18,3493.56,0.0,0.0,0.0,0.0,765.86,0.0,0.0,0.0,0.0,0.0,3493.56,0.0,0.0,0.0,8480.74,765.86,0.0,0.0,0.0,3493.56,0.0
10,2,2,248.0,1,4998.38,2495.67,2502.71,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.77,1749.89,0.0,0.0,0.0,4998.38,1.71,333.77,0.0,0.0,1749.89,0.0
13,3,3,248.0,3,4516.87,1534.04,2982.83,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.95,1478.94,0.0,0.0,0.0,4516.87,22.0,715.95,0.0,0.0,1478.94,0.0
9,3,3,248.0,1,4360.24,1250.23,3110.01,0.0,35.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.66,1227.14,0.0,0.0,0.0,4360.24,35.76,1533.66,0.0,0.0,1227.14,0.0
4,2,2,248.0,3,6517.51,2044.8,4472.72,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.94,3272.69,0.0,0.0,0.0,6517.52,14.0,676.94,0.0,0.0,3272.69,0.0
6,2,2,248.0,3,4562.17,2219.47,2342.7,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91,1894.88,0.0,0.0,0.0,4562.17,0.02,11.91,0.0,0.0,1894.88,0.0
8,3,3,248.0,1,2002.66,864.55,1138.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.75,0.0,0.0,0.0,2002.6699999999998,0.0,0.0,0.0,0.0,858.75,0.0
9,2,2,248.0,4,3970.12,3467.43,502.69,0.0,0.0,0.0,0.0,0.0,1106.23,0.0,0.0,0.0,23.44,0.0,0.0,0.0,0.0,3970.12,0.0,23.44,0.0,1106.23,0.0,0.0
9,3,3,248.0,1,2385.24,1234.86,1150.37,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,865.3,0.0,0.0,0.0,2385.2299999999996,1.4,0.0,0.0,0.0,865.3,0.0
3,3,3,248.0,1,3284.12,1737.68,1546.44,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.02,1523.42,0.0,0.0,0.0,3284.12,1.22,23.02,0.0,0.0,1523.42,0.0
15,2,2,248.0,6,5152.65,2102.5,3050.16,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.8,1641.74,0.0,0.0,0.0,5152.66,3.49,625.8,0.0,0.0,1641.74,0.0
13,1,1,248.0,0,1064.86,196.22,868.64,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.42,710.22,0.0,0.0,0.0,1064.86,2.64,158.42,0.0,0.0,710.22,0.0
9,2,2,248.0,5,5550.24,2250.13,3300.12,0.0,26.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.29,2066.94,0.0,0.0,0.0,5550.25,26.74,710.29,0.0,0.0,2066.94,0.0
3,2,2,248.0,3,3440.77,979.22,2461.55,0.0,17.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.2,1387.63,0.0,0.0,0.0,3440.7700000000004,17.55,725.2,0.0,0.0,1387.63,0.0
13,2,2,248.0,1,4264.79,2903.83,1360.96,0.0,2.5,0.0,0.0,741.44,0.0,0.0,0.0,0.0,0.0,1081.6,0.0,0.0,0.0,4264.79,743.94,0.0,0.0,0.0,1081.6,0.0
10,3,3,248.0,2,4083.3,1995.55,2087.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.2,0.0,0.0,0.0,4083.3,0.0,0.0,0.0,0.0,1695.2,0.0
13,2,2,248.0,1,2434.31,1306.02,1128.3,0.0,3.29,0.0,0.0,78.77,0.0,0.0,0.0,0.0,0.0,848.93,0.0,0.0,0.0,2434.3199999999997,82.06,0.0,0.0,0.0,848.93,0.0
12,2,2,248.0,1,3861.96,2632.83,1229.13,0.0,34.77,0.0,0.0,1496.74,0.0,0.0,0.0,0.0,0.0,949.76,0.0,0.0,0.0,3861.96,1531.51,0.0,0.0,0.0,949.76,0.0
9,2,2,248.0,4,7774.59,3408.56,4366.03,0.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.49,3649.43,0.0,0.0,0.0,7774.59,3.43,141.49,0.0,0.0,3649.43,0.0
3,2,2,248.0,4,6031.47,4633.04,1398.44,0.0,0.0,0.0,0.0,290.92,2311.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6031.48,290.92,0.0,0.0,2311.54,0.0,0.0
8,2,2,248.0,3,3485.21,1902.21,1582.99,0.0,0.0,0.0,0.0,100.66,0.0,0.0,0.0,0.0,0.0,1582.99,0.0,0.0,0.0,3485.2,100.66,0.0,0.0,0.0,1582.99,0.0
10,1,1,248.0,2,6362.43,2029.5,4332.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.85,1506.45,0.0,0.0,0.0,6362.44,0.0,1398.85,0.0,0.0,1506.45,0.0
6,2,2,248.0,2,4004.99,2140.29,1864.71,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.65,1351.5,0.0,0.0,0.0,4005.0,3.06,120.65,0.0,0.0,1351.5,0.0
8,3,3,248.0,5,4494.42,1824.95,2669.47,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.66,1565.26,0.0,0.0,0.0,4494.42,8.1,812.66,0.0,0.0,1565.26,0.0
12,3,3,248.0,1,3322.98,1714.32,1608.66,0.0,12.28,0.01,0.57,281.33,0.0,0.0,0.0,0.0,0.0,1259.46,0.0,0.0,0.0,3322.98,294.19,0.0,0.0,0.0,1259.46,0.0
8,1,1,248.0,5,2982.59,933.76,2048.83,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.27,1608.48,0.0,0.0,0.0,2982.59,0.65,22.27,0.0,0.0,1608.48,0.0
9,2,2,248.0,1,3888.03,730.74,3157.29,0.0,42.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.21,901.38,0.0,0.0,0.0,3888.0299999999997,42.22,1838.21,0.0,0.0,901.38,0.0
9,3,3,248.0,2,2204.76,1942.16,0.0,262.6,8.31,0.0,0.0,0.0,662.91,0.0,0.0,0.0,0.0,0.0,0.0,262.6,0.0,2204.76,8.31,0.0,262.6,662.91,0.0,0.0
8,3,3,248.0,2,4073.28,2136.36,1936.93,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.52,817.36,0.0,0.0,0.0,4073.29,3.45,805.52,0.0,0.0,817.36,0.0
6,5,4+,248.0,3,7417.52,4074.89,0.0,3342.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3342.63,7417.52,0.0,0.0,0.0,0.0,0.0,3342.63
3,2,2,248.0,4,5116.18,2972.57,2143.62,0.0,30.0,0.0,0.0,1479.76,0.0,0.0,0.0,0.0,0.0,2143.62,0.0,0.0,0.0,5116.1900000000005,1509.76,0.0,0.0,0.0,2143.62,0.0
3,3,3,248.0,2,7182.26,2456.19,4726.07,0.0,36.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.09,2179.64,0.0,0.0,0.0,7182.26,36.87,1621.09,0.0,0.0,2179.64,0.0
8,5,4+,248.0,3,4228.23,2277.55,1950.69,0.0,7.98,0.0,0.0,483.07,0.0,0.0,0.0,0.0,0.0,1514.78,0.0,0.0,0.0,4228.24,491.05,0.0,0.0,0.0,1514.78,0.0
9,2,2,248.0,4,5548.91,2576.14,2972.76,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.46,2196.05,0.0,0.0,0.0,5548.9,1.88,297.46,0.0,0.0,2196.05,0.0
9,3,3,248.0,1,4918.62,3961.07,957.55,0.0,7.73,0.0,0.0,786.76,0.0,0.0,0.0,0.0,0.0,957.55,0.0,0.0,0.0,4918.62,794.49,0.0,0.0,0.0,957.55,0.0
9,2,2,248.0,2,3437.13,1454.74,1982.39,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.12,1532.72,0.0,0.0,0.0,3437.13,0.69,57.12,0.0,0.0,1532.72,0.0
8,2,2,248.0,3,3919.99,1923.55,1996.45,0.0,0.02,0.0,0.0,8.19,0.0,0.0,0.0,0.0,0.0,1560.54,0.0,0.0,0.0,3920.0,8.209999999999999,0.0,0.0,0.0,1560.54,0.0
3,5,4+,248.0,2,5822.4,4369.82,1452.58,0.0,80.86,0.0,0.0,3481.66,0.0,0.0,0.0,0.0,0.0,1138.53,0.0,0.0,0.0,5822.4,3562.52,0.0,0.0,0.0,1138.53,0.0
12,2,2,248.0,1,6427.73,5304.52,1123.21,0.0,117.47,0.0,0.0,4001.46,0.0,0.0,0.0,0.0,0.0,843.84,0.0,0.0,0.0,6427.7300000000005,4118.93,0.0,0.0,0.0,843.84,0.0
