build_existing_model.cec_climate_zone,build_existing_model.geometry_stories,build_existing_model.geometry_stories_low_rise,build_existing_model.sample_weight,build_existing_model.occupants,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_total_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_total_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_total_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_total_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_heating_fans_pumps_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_heating_heat_pump_backup_fans_pumps_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_heating_heat_pump_backup_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_heating_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_hot_water_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_hot_water_recirc_pump_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_hot_water_solar_thermal_pump_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_heating_heat_pump_backup_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_heating_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_hot_water_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_heating_heat_pump_backup_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_heating_lb,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_hot_water_lb,total,electricity_hvac,natural_gas_hvac,propane_hvac,electricity_wh,natural_gas_wh,propane_wh
3,1,1,248.0,6,6389.73,2022.39,4367.34,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.09,3181.97,0.0,0.0,0.0,6389.7300000000005,3.54,207.09,0.0,0.0,3181.97,0.0
9,2,2,248.0,1,4466.2,2765.75,1700.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.45,0.0,0.0,0.0,4466.2,0.0,0.0,0.0,0.0,1700.45,0.0
9,2,2,248.0,2,3612.28,1575.78,2036.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.16,1600.56,0.0,0.0,0.0,3612.27,0.0,42.16,0.0,0.0,1600.56,0.0
9,2,2,248.0,3,6365.87,2819.08,3546.79,0.0,1.98,0.0,0.0,435.94,0.0,0.0,0.0,0.0,0.0,3023.71,0.0,0.0,0.0,6365.87,437.92,0.0,0.0,0.0,3023.71,0.0
2,3,3,248.0,2,3174.47,1899.51,1274.96,0.0,1.83,0.0,0.0,196.99,0.0,0.0,0.0,0.0,0.0,1274.96,0.0,0.0,0.0,3174.4700000000003,198.82000000000002,0.0,0.0,0.0,1274.96,0.0
8,2,2,248.0,2,8647.66,2879.26,5768.4,0.0,97.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3773.68,1602.17,0.0,0.0,0.0,8647.66,97.21,3773.68,0.0,0.0,1602.17,0.0
16,2,2,248.0,3,5357.81,1769.12,3588.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.65,2525.96,0.0,0.0,0.0,5357.8099999999995,0.0,539.65,0.0,0.0,2525.96,0.0
10,3,3,248.0,4,6381.06,2653.6,3727.46,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67,3128.69,0.0,0.0,0.0,6381.0599999999995,0.09,23.67,0.0,0.0,3128.69,0.0
13,2,2,248.0,3,5200.45,2131.32,3069.13,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.36,1951.67,0.0,0.0,0.0,5200.450000000001,0.44,169.36,0.0,0.0,1951.67,0.0
11,2,2,248.0,0,1383.92,604.97,778.94,0.0,0.29,0.0,0.0,63.71,0.0,0.0,0.0,0.0,0.0,778.94,0.0,0.0,0.0,1383.91,64.0,0.0,0.0,0.0,778.94,0.0
8,5,4+,248.0,1,2574.81,1047.4,1527.41,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1177.53,0.0,0.0,0.0,2574.8100000000004,0.02,0.68,0.0,0.0,1177.53,0.0
3,3,3,248.0,2,3185.89,3185.89,0.0,0.0,0.0,0.0,0.0,503.3,822.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3185.89,503.3,0.0,0.0,822.3,0.0,0.0
6,2,2,248.0,0,989.51,324.37,665.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,665.14,0.0,0.0,0.0,989.51,0.11,0.0,0.0,0.0,665.14,0.0
9,1,1,248.0,1,4814.78,3544.05,1270.74,0.0,5.82,0.0,0.0,1344.14,0.0,0.0,0.0,0.0,0.0,1270.74,0.0,0.0,0.0,4814.79,1349.96,0.0,0.0,0.0,1270.74,0.0
9,2,2,248.0,5,4503.03,2782.84,1720.19,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,1713.13,0.0,0.0,0.0,4503.030000000001,0.01,7.06,0.0,0.0,1713.13,0.0
6,2,2,248.0,5,4863.79,2848.74,2015.05,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.49,1558.48,0.0,0.0,0.0,4863.79,0.13,38.49,0.0,0.0,1558.48,0.0
12,3,3,248.0,2,8573.71,2996.48,5577.22,0.0,9.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.15,2591.01,0.0,0.0,0.0,8573.7,9.02,2515.15,0.0,0.0,2591.01,0.0
3,3,3,248.0,6,5596.61,5143.85,452.76,0.0,6.07,0.0,0.0,1242.69,893.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5596.610000000001,1248.76,0.0,0.0,893.9,0.0,0.0
8,2,2,248.0,4,2776.93,1385.22,1391.72,0.0,0.0,0.0,0.0,51.46,0.0,0.0,0.0,0.0,0.0,1391.72,0.0,0.0,0.0,2776.94,51.46,0.0,0.0,0.0,1391.72,0.0
1,1,1,248.0,1,5642.01,1172.37,4469.64,0.0,52.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977.07,1492.56,0.0,0.0,0.0,5642.01,52.28,2977.07,0.0,0.0,1492.56,0.0
6,1,1,248.0,1,3597.39,2125.49,1471.89,0.0,0.45,0.0,0.0,123.73,0.0,0.0,0.0,0.0,0.0,949.76,0.0,0.0,0.0,3597.38,124.18,0.0,0.0,0.0,949.76,0.0
8,1,1,248.0,2,4774.29,1917.22,2857.07,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.87,2368.14,0.0,0.0,0.0,4774.29,0.47,17.87,0.0,0.0,2368.14,0.0
9,2,2,248.0,2,4910.72,2116.09,2794.63,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.2,2167.37,0.0,0.0,0.0,4910.72,1.87,156.2,0.0,0.0,2167.37,0.0
6,2,2,248.0,3,5730.46,2581.98,3148.48,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.82,2608.58,0.0,0.0,0.0,5730.46,0.54,16.82,0.0,0.0,2608.58,0.0
4,3,3,248.0,1,2257.16,1255.69,1001.47,0.0,2.27,0.0,0.0,160.84,0.0,0.0,0.0,0.0,0.0,1001.47,0.0,0.0,0.0,2257.16,163.11,0.0,0.0,0.0,1001.47,0.0
4,2,2,248.0,2,3473.31,2299.49,1173.82,0.0,5.16,0.0,0.0,1023.43,0.0,0.0,0.0,0.0,0.0,1173.82,0.0,0.0,0.0,3473.3099999999995,1028.59,0.0,0.0,0.0,1173.82,0.0
12,2,2,248.0,2,6670.17,2595.39,4074.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529.54,2074.18,0.0,0.0,0.0,6670.17,0.0,1529.54,0.0,0.0,2074.18,0.0
4,2,2,248.0,2,3121.35,948.84,2172.5,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.97,1545.98,0.0,0.0,0.0,3121.34,6.33,233.97,0.0,0.0,1545.98,0.0
10,2,2,248.0,1,4357.81,1586.46,2771.34,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1870.88,621.1,0.0,0.0,0.0,4357.8,4.63,1870.88,0.0,0.0,621.1,0.0
13,4,4+,248.0,1,2649.22,1400.37,1248.85,0.0,1.95,0.0,0.0,76.34,0.0,0.0,0.0,0.0,0.0,969.49,0.0,0.0,0.0,2649.22,78.29,0.0,0.0,0.0,969.49,0.0
8,3,3,248.0,1,4824.04,2771.04,2053.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.6,1486.35,0.0,0.0,0.0,4824.04,0.77,147.6,0.0,0.0,1486.35,0.0
8,2,2,248.0,3,6764.66,2419.25,4345.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3207.69,0.0,0.0,0.0,6764.66,0.0,0.0,0.0,0.0,3207.69,0.0
12,2,2,248.0,3,3555.66,3555.66,0.0,0.0,40.48,0.0,0.0,1740.16,611.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3555.66,1780.64,0.0,0.0,611.32,0.0,0.0
13,2,2,248.0,3,7915.88,3985.87,3930.01,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.05,3010.87,0.0,0.0,0.0,7915.88,1.8,396.05,0.0,0.0,3010.87,0.0
1,2,2,248.0,1,9830.51,1586.61,8243.9,0.0,163.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6772.5,1122.19,0.0,0.0,0.0,9830.51,163.63,6772.5,0.0,0.0,1122.19,0.0
6,3,3,248.0,3,3765.95,1388.56,2377.39,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.98,1249.41,0.0,0.0,0.0,3765.95,6.89,1127.98,0.0,0.0,1249.41,0.0
6,4,4+,248.0,1,4065.59,2398.7,1666.88,0.0,0.02,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1317.68,0.0,0.0,0.0,4065.58,1.04,0.0,0.0,0.0,1317.68,0.0
12,3,3,248.0,1,4277.12,4277.12,0.0,0.0,0.03,0.0,0.0,54.63,919.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277.12,54.660000000000004,0.0,0.0,919.69,0.0,0.0
6,2,2,248.0,2,5713.05,2151.4,3561.65,0.0,63.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.67,1563.42,0.0,0.0,0.0,5713.05,63.13,1605.67,0.0,0.0,1563.42,0.0
12,2,2,248.0,2,2192.88,807.16,1385.72,0.0,12.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.87,1135.85,0.0,0.0,0.0,2192.88,12.19,249.87,0.0,0.0,1135.85,0.0
9,2,2,248.0,8,6594.16,2578.93,4015.23,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.45,3047.11,0.0,0.0,0.0,6594.16,7.9,315.45,0.0,0.0,3047.11,0.0
9,2,2,248.0,3,6297.66,2682.41,3615.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092.17,0.0,0.0,0.0,6297.66,0.0,0.0,0.0,0.0,3092.17,0.0
9,2,2,248.0,1,2096.82,1747.62,349.2,0.0,0.0,0.0,0.0,0.0,483.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096.8199999999997,0.0,0.0,0.0,483.97,0.0,0.0
4,2,2,248.0,5,3924.38,3924.38,0.0,0.0,14.17,0.0,0.0,551.11,1363.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3924.38,565.28,0.0,0.0,1363.8,0.0,0.0
9,2,2,248.0,1,2780.56,1243.04,1537.52,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,1177.86,0.0,0.0,0.0,2780.56,0.01,10.46,0.0,0.0,1177.86,0.0
9,2,2,248.0,2,4056.46,2318.34,1738.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.05,1661.07,0.0,0.0,0.0,4056.46,0.11,77.05,0.0,0.0,1661.07,0.0
4,3,3,248.0,3,2924.49,1307.52,1616.97,0.0,0.18,0.0,0.0,7.67,0.0,0.0,0.0,0.0,0.0,1616.97,0.0,0.0,0.0,2924.49,7.85,0.0,0.0,0.0,1616.97,0.0
4,3,3,248.0,2,2509.75,2195.71,314.04,0.0,31.39,0.0,0.0,775.25,451.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2509.75,806.64,0.0,0.0,451.06,0.0,0.0
11,2,2,248.0,0,14210.13,4025.01,10185.12,0.0,227.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9406.23,778.89,0.0,0.0,0.0,14210.130000000001,227.06,9406.23,0.0,0.0,778.89,0.0
9,3,3,248.0,1,3097.24,1358.57,1738.67,0.0,1.71,0.0,0.09,46.39,0.0,0.0,0.0,0.0,0.0,1216.54,0.0,0.0,0.0,3097.24,48.19,0.0,0.0,0.0,1216.54,0.0
8,3,3,248.0,4,9008.53,4570.07,4438.46,0.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.32,3568.14,0.0,0.0,0.0,9008.529999999999,5.57,870.32,0.0,0.0,3568.14,0.0
4,5,4+,248.0,1,3391.81,1762.19,1629.62,0.0,1.53,0.0,0.0,65.42,0.0,0.0,0.0,0.0,0.0,1210.58,0.0,0.0,0.0,3391.81,66.95,0.0,0.0,0.0,1210.58,0.0
8,3,3,248.0,2,6466.26,3285.7,3180.56,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.46,2504.03,0.0,0.0,0.0,6466.26,0.5,205.46,0.0,0.0,2504.03,0.0
3,4,4+,248.0,2,2649.16,2141.71,507.45,0.0,0.01,0.0,0.0,0.0,484.51,0.0,0.0,0.0,16.76,0.0,0.0,0.0,0.0,2649.16,0.01,16.76,0.0,484.51,0.0,0.0
8,2,2,248.0,1,1719.45,1370.25,349.2,0.0,0.0,0.0,0.0,0.0,494.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.45,0.0,0.0,0.0,494.89,0.0,0.0
15,2,2,248.0,1,4277.19,2055.33,2221.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.81,0.0,0.0,0.0,4277.18,0.0,0.0,0.0,0.0,1802.81,0.0
9,2,2,248.0,2,3534.69,3142.14,392.55,0.0,0.0,0.0,0.0,0.0,703.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3534.69,0.0,0.0,0.0,703.67,0.0,0.0
9,2,2,248.0,1,2026.31,1126.13,900.18,0.0,5.23,0.0,0.0,224.3,0.0,0.0,0.0,0.0,0.0,900.18,0.0,0.0,0.0,2026.31,229.53,0.0,0.0,0.0,900.18,0.0
11,1,1,248.0,2,5552.49,1975.22,3577.27,0.0,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.51,2387.69,0.0,0.0,0.0,5552.49,13.37,718.51,0.0,0.0,2387.69,0.0
9,3,3,248.0,1,2785.38,1616.72,1168.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1168.22,0.0,0.0,0.0,2785.38,0.0,0.44,0.0,0.0,1168.22,0.0
13,2,2,248.0,4,5903.11,5423.86,479.26,0.0,0.0,0.0,0.0,727.65,1176.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5903.12,727.65,0.0,0.0,1176.66,0.0,0.0
9,1,1,248.0,0,853.43,381.98,0.0,471.45,0.0,0.0,0.0,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.45,853.4300000000001,9.07,0.0,0.0,0.0,0.0,471.45
9,1,1,248.0,2,2418.58,1268.72,1149.85,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,1133.9,0.0,0.0,0.0,2418.5699999999997,0.04,15.95,0.0,0.0,1133.9,0.0
8,2,2,248.0,2,3623.92,1600.43,2023.49,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.59,1285.54,0.0,0.0,0.0,3623.92,1.63,124.59,0.0,0.0,1285.54,0.0
3,3,3,248.0,6,6418.98,5853.02,565.96,0.0,0.0,0.0,0.0,2757.94,1682.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6418.9800000000005,2757.94,0.0,0.0,1682.65,0.0,0.0
6,4,4+,248.0,2,4561.53,2639.5,0.0,1922.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.04,4561.54,0.0,0.0,0.0,0.0,0.0,1922.04
8,4,4+,248.0,1,3848.19,1840.07,2008.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1589.01,0.0,0.0,0.0,3848.1899999999996,0.0,0.06,0.0,0.0,1589.01,0.0
12,3,3,248.0,1,2447.03,1556.14,890.89,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.52,725.04,0.0,0.0,0.0,2447.03,0.02,27.52,0.0,0.0,725.04,0.0
4,3,3,248.0,3,5350.17,1087.27,4262.9,0.0,58.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.45,1100.97,0.0,0.0,0.0,5350.17,58.94,2403.45,0.0,0.0,1100.97,0.0
8,2,2,248.0,1,2770.37,1522.11,1248.26,0.0,0.0,0.0,0.0,126.72,0.0,0.0,0.0,0.0,0.0,968.9,0.0,0.0,0.0,2770.37,126.72,0.0,0.0,0.0,968.9,0.0
9,3,3,248.0,2,2178.01,2178.01,0.0,0.0,2.75,0.03,1.55,59.28,718.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2178.01,63.61,0.0,0.0,718.95,0.0,0.0
6,1,1,248.0,2,2997.73,1045.16,1952.57,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,1515.61,0.0,0.0,0.0,2997.73,1.47,44.4,0.0,0.0,1515.61,0.0
9,2,2,248.0,1,2936.13,1717.32,1218.81,0.0,16.37,0.07,2.95,338.96,0.0,0.0,0.0,0.0,0.0,869.6,0.0,0.0,0.0,2936.13,358.34999999999997,0.0,0.0,0.0,869.6,0.0
4,2,2,248.0,4,6792.0,2480.68,4311.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736.22,0.0,0.0,0.0,6792.0,0.0,0.0,0.0,0.0,3736.22,0.0
9,3,3,248.0,2,3098.56,3098.56,0.0,0.0,0.0,0.0,0.0,0.0,1287.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3098.56,0.0,0.0,0.0,1287.33,0.0,0.0
12,2,2,248.0,0,3231.86,2404.29,827.57,0.0,0.0,0.0,0.0,2210.71,0.0,0.0,0.0,0.0,0.0,827.57,0.0,0.0,0.0,3231.86,2210.71,0.0,0.0,0.0,827.57,0.0
6,2,2,248.0,0,548.86,548.86,0.0,0.0,0.0,0.0,0.0,0.0,144.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.86,0.0,0.0,0.0,144.63,0.0,0.0
9,2,2,248.0,3,2809.65,1566.62,1243.03,0.0,0.03,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,894.31,0.0,0.0,0.0,2809.6499999999996,0.8300000000000001,0.0,0.0,0.0,894.31,0.0
8,2,2,248.0,4,4708.72,1773.23,2935.49,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.08,1844.59,0.0,0.0,0.0,4708.719999999999,13.25,295.08,0.0,0.0,1844.59,0.0
13,2,2,248.0,2,2664.62,2272.06,392.55,0.0,7.26,0.0,0.0,307.35,675.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664.61,314.61,0.0,0.0,675.17,0.0,0.0
3,2,2,248.0,2,1627.66,1627.66,0.0,0.0,2.02,0.0,0.0,87.25,458.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627.66,89.27,0.0,0.0,458.05,0.0,0.0
6,1,1,248.0,1,2394.14,1353.24,1040.89,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55,674.98,0.0,0.0,0.0,2394.13,0.75,86.55,0.0,0.0,674.98,0.0
8,4,4+,248.0,4,4740.69,2957.15,1783.54,0.0,0.04,0.0,0.0,40.57,0.0,0.0,0.0,0.0,0.0,1783.54,0.0,0.0,0.0,4740.6900000000005,40.61,0.0,0.0,0.0,1783.54,0.0
9,1,1,248.0,1,5500.99,4476.19,1024.81,0.0,62.93,0.0,0.0,1290.7,522.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5501.0,1353.63,0.0,0.0,522.47,0.0,0.0
3,3,3,248.0,3,4075.65,1951.28,2124.37,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.18,1964.19,0.0,0.0,0.0,4075.6499999999996,3.9,160.18,0.0,0.0,1964.19,0.0
15,1,1,248.0,2,3204.94,3204.94,0.0,0.0,21.39,0.0,0.0,511.58,707.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3204.94,532.97,0.0,0.0,707.98,0.0,0.0
3,2,2,248.0,4,3184.97,2568.46,616.52,0.0,3.88,0.0,0.0,0.0,1221.81,0.0,0.0,0.0,137.26,0.0,0.0,0.0,0.0,3184.98,3.88,137.26,0.0,1221.81,0.0,0.0
9,4,4+,248.0,2,5799.89,2933.85,2866.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394.98,0.0,0.0,0.0,5799.889999999999,0.0,0.0,0.0,0.0,2394.98,0.0
9,4,4+,248.0,2,4048.89,2290.31,1758.59,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.92,1660.66,0.0,0.0,0.0,4048.8999999999996,0.1,97.92,0.0,0.0,1660.66,0.0
9,2,2,248.0,3,2676.95,1061.11,1615.84,0.0,0.0,0.0,0.0,8.96,0.0,0.0,0.0,0.0,0.0,1267.12,0.0,0.0,0.0,2676.95,8.96,0.0,0.0,0.0,1267.12,0.0
2,5,4+,248.0,3,6047.16,2548.45,3498.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17,3486.54,0.0,0.0,0.0,6047.15,0.0,12.17,0.0,0.0,3486.54,0.0
8,2,2,248.0,1,3123.3,2164.7,958.6,0.0,6.01,0.04,1.98,110.06,0.0,0.0,0.0,0.0,0.0,958.6,0.0,0.0,0.0,3123.2999999999997,118.09,0.0,0.0,0.0,958.6,0.0
13,2,2,248.0,1,5500.27,2867.22,2633.05,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.14,1184.7,0.0,0.0,0.0,5500.27,3.88,1099.14,0.0,0.0,1184.7,0.0
10,4,4+,248.0,0,759.77,398.91,360.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.86,0.0,0.0,0.0,759.77,0.0,0.0,0.0,0.0,360.86,0.0
5,2,2,248.0,0,1437.14,636.51,800.63,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.12,780.51,0.0,0.0,0.0,1437.1399999999999,0.4,20.12,0.0,0.0,780.51,0.0
9,2,2,248.0,2,5132.02,1762.2,3369.82,0.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.99,2374.77,0.0,0.0,0.0,5132.02,10.15,523.99,0.0,0.0,2374.77,0.0
